Timestamp,CPU_Usage,CPU_Frequency,Memory_Usage,Disk_Usage,Process_Count,Thread_Count,CPU_Temperature,GPU_Temperature
2025-12-09T15:32:20.421858,0.1,3793.0,42.6,75.0,187,2599,34.0,21.5
2025-12-09T15:32:27.027539,0.9,3793.0,42.6,75.0,187,2600,32.5,21.5
2025-12-09T15:32:33.635735,0.0,3793.0,42.6,75.0,187,2599,42.4375,21.833333333333332
2025-12-09T15:32:40.242325,0.4,3793.0,42.5,75.0,187,2595,33.875,21.5
2025-12-09T15:32:46.843452,0.3,3793.0,42.5,75.0,187,2573,32.625,21.5
2025-12-09T15:32:53.436783,0.3,3793.0,42.5,75.0,187,2505,33.25,21.5
2025-12-09T15:33:00.028447,0.0,3793.0,42.5,75.0,186,2491,32.9375,21.5
2025-12-09T15:33:06.618206,0.0,3793.0,42.4,75.0,186,2489,39.0625,21.5
2025-12-09T15:33:13.209240,0.3,3793.0,42.3,75.0,186,2492,38.875,21.5
2025-12-09T15:33:19.804896,0.0,3793.0,42.4,75.0,186,2496,37.5625,21.5
2025-12-09T15:33:26.394518,0.5,3793.0,42.4,75.0,186,2493,32.25,21.833333333333332
2025-12-09T15:33:32.980847,0.0,3793.0,42.4,75.0,186,2488,32.75,21.166666666666668
2025-12-09T15:33:39.575231,0.0,3793.0,42.4,75.0,186,2510,33.375,21.833333333333332
2025-12-09T15:33:46.168876,0.3,3793.0,42.4,75.0,186,2511,32.875,21.5
2025-12-09T15:33:52.760501,0.3,3793.0,42.3,75.0,185,2512,34.1875,21.5
2025-12-09T15:33:59.353674,0.1,3793.0,42.3,75.0,185,2515,33.75,21.5
2025-12-09T15:34:05.947302,0.0,3793.0,42.4,75.0,185,2526,38.0625,21.5
2025-12-09T15:34:12.544534,0.3,3793.0,42.4,75.0,185,2533,32.25,21.5
2025-12-09T15:34:19.139012,0.4,3793.0,42.4,75.0,185,2530,32.6875,21.5
2025-12-09T15:34:25.735075,0.1,3793.0,42.4,75.0,185,2527,33.5,21.166666666666668
2025-12-09T15:34:32.327899,0.1,3793.0,42.4,75.0,185,2532,33.3125,21.166666666666668
2025-12-09T15:34:38.944228,1.7,3793.0,42.9,75.0,189,2618,41.375,21.166666666666668
2025-12-09T15:34:45.552315,0.4,3793.0,42.5,75.0,188,2608,34.625,21.166666666666668
2025-12-09T15:34:52.160779,0.1,3793.0,42.4,75.0,188,2608,35.125,21.5
2025-12-09T15:34:58.771179,0.1,3793.0,42.4,75.0,188,2609,33.125,21.5
2025-12-09T15:35:05.373814,0.1,3793.0,42.4,75.0,187,2589,33.0625,21.166666666666668
2025-12-09T15:35:11.977034,0.4,3793.0,42.4,75.0,187,2587,37.375,21.166666666666668
2025-12-09T15:35:18.580037,0.5,3793.0,42.4,75.0,186,2576,33.5625,21.166666666666668
2025-12-09T15:35:25.182722,0.0,3793.0,42.4,75.0,186,2569,32.25,21.166666666666668
2025-12-09T15:35:31.787710,0.3,3793.0,42.5,74.9,187,2594,38.3125,21.166666666666668
2025-12-09T15:35:38.388075,0.3,3793.0,40.5,74.9,185,2583,35.375,21.5
2025-12-09T15:35:44.982658,0.0,3793.0,40.5,74.9,184,2552,32.6875,21.166666666666668
2025-12-09T15:35:51.578199,1.0,3793.0,40.4,74.9,184,2544,32.4375,21.166666666666668
2025-12-09T15:35:58.171318,0.3,3793.0,40.4,74.9,184,2541,36.875,21.166666666666668
2025-12-09T15:36:04.766317,0.4,3793.0,40.3,74.9,183,2555,32.9375,21.166666666666668
2025-12-09T15:36:11.365484,0.3,3793.0,40.3,74.9,183,2563,32.75,21.166666666666668
2025-12-09T15:36:17.963297,0.5,3793.0,40.3,74.9,183,2558,33.5625,21.166666666666668
2025-12-09T15:36:24.560810,0.0,3793.0,40.3,74.9,183,2557,33.5,21.0
2025-12-09T15:36:31.156366,0.3,3793.0,40.4,74.9,183,2555,36.125,21.0
2025-12-09T15:36:37.760424,0.5,3793.0,40.5,74.9,184,2571,32.25,21.0
2025-12-09T15:36:44.365437,0.0,3793.0,40.4,74.9,186,2580,35.0625,21.0
2025-12-09T15:36:50.969788,0.5,3793.0,40.3,74.9,186,2574,33.125,21.0
2025-12-09T15:36:57.570751,0.3,3793.0,40.3,74.9,186,2565,33.0625,21.0
2025-12-09T15:37:04.179586,0.4,3793.0,40.3,74.9,186,2567,33.4375,21.0
2025-12-09T15:37:10.786350,0.1,3793.0,40.3,74.9,187,2606,33.1875,21.0
2025-12-09T15:37:17.394492,0.5,3793.0,40.3,74.9,187,2570,37.5,21.0
2025-12-09T15:37:23.997259,0.1,3793.0,40.3,74.9,187,2575,34.125,21.0
2025-12-09T15:37:30.601514,0.1,3793.0,40.3,74.9,187,2582,31.875,21.0
2025-12-09T15:37:37.204629,0.0,3793.0,40.3,74.9,187,2579,32.875,21.0
2025-12-09T15:37:43.815418,0.5,3793.0,40.6,75.0,189,2613,35.1875,21.0
2025-12-09T15:37:50.454677,3.5,3793.0,41.5,75.0,189,2611,41.8125,21.0
2025-12-09T15:37:57.159711,10.6,3793.0,41.4,75.0,189,2589,43.75,21.0
2025-12-09T15:38:03.991537,7.4,3793.0,40.9,74.8,191,2605,46.875,21.0
2025-12-09T15:38:10.603178,0.5,3793.0,40.4,74.8,190,2615,38.625,21.0
2025-12-09T15:38:17.212125,0.0,3793.0,42.5,75.0,190,2607,37.125,21.0
2025-12-09T15:38:23.853865,0.0,3793.0,40.2,74.8,189,2563,33.75,21.0
2025-12-09T15:38:30.465626,0.4,3793.0,40.2,74.8,189,2550,38.375,21.0
2025-12-09T15:38:37.080111,0.0,3793.0,40.2,74.8,189,2549,34.5,21.0
2025-12-09T15:38:43.693030,0.1,3793.0,40.2,74.8,189,2541,33.5625,21.0
2025-12-09T15:38:50.305476,0.1,3793.0,40.2,74.8,189,2537,32.375,21.0
2025-12-09T15:38:56.916939,0.1,3793.0,40.2,74.8,189,2540,32.8125,21.0
2025-12-09T15:39:03.527338,1.2,3793.0,40.2,74.8,189,2559,34.25,21.0
2025-12-09T15:39:10.140314,0.0,3793.0,40.2,74.8,189,2567,32.375,21.0
2025-12-09T15:39:16.754509,0.3,3793.0,40.2,74.8,189,2568,37.3125,21.0
2025-12-09T15:39:23.386024,8.7,3793.0,40.2,74.8,190,2583,43.5,21.0
2025-12-09T15:39:29.987175,0.4,3793.0,40.2,74.8,189,2550,33.5,21.0
2025-12-09T15:39:36.590824,0.1,3793.0,40.2,74.8,189,2542,35.3125,21.0
2025-12-09T15:39:43.194440,0.8,3793.0,40.2,74.8,189,2548,32.5,21.0
2025-12-09T15:39:49.798824,0.1,3793.0,40.2,74.8,189,2547,37.0625,20.666666666666668
2025-12-09T15:39:56.403724,0.4,3793.0,40.2,74.8,189,2544,33.4375,21.0
2025-12-09T15:40:03.006057,0.0,3793.0,40.2,74.8,189,2544,33.75,21.0
2025-12-09T15:40:09.606506,0.1,3793.0,40.2,74.8,189,2513,33.5,21.0
2025-12-09T15:40:16.208753,1.4,3793.0,40.3,74.8,189,2507,34.0,21.0
2025-12-09T15:40:22.804398,0.0,3793.0,40.3,74.8,187,2495,32.0,20.666666666666668
2025-12-09T15:40:29.398957,0.4,3793.0,40.3,74.8,187,2504,32.5,21.0
2025-12-09T15:40:35.993583,0.0,3793.0,40.2,74.8,187,2498,37.1875,21.0
2025-12-09T15:40:42.598231,2.1,3793.0,40.4,74.8,190,2555,38.0,21.0
2025-12-09T15:40:49.200737,0.0,3793.0,40.3,74.8,190,2555,33.125,20.666666666666668
2025-12-09T15:40:55.805264,0.0,3793.0,40.3,74.8,190,2544,32.0,21.0
2025-12-09T15:41:02.410252,0.3,3793.0,40.3,74.8,190,2548,32.9375,21.0
2025-12-09T15:41:09.010864,0.9,3793.0,40.3,74.8,190,2547,36.4375,21.0
2025-12-09T15:41:15.626695,0.0,3793.0,40.3,74.8,190,2537,32.9375,21.0
2025-12-09T15:41:22.226696,0.5,3793.0,40.4,74.8,188,2548,33.75,21.0
2025-12-09T15:41:28.832204,0.0,3793.0,40.4,74.8,188,2546,32.25,21.0
2025-12-09T15:41:35.433534,0.0,3793.0,40.4,74.8,188,2548,32.4375,21.0
2025-12-09T15:41:42.030574,0.0,3793.0,40.3,74.8,187,2534,37.0625,21.0
2025-12-09T15:41:48.633914,0.3,3793.0,40.2,74.8,186,2506,33.0625,21.0
2025-12-09T15:41:55.227254,0.1,3793.0,40.2,74.8,186,2499,36.1875,20.666666666666668
2025-12-09T15:42:01.821442,0.5,3793.0,40.1,74.8,186,2499,32.625,21.0
2025-12-09T15:42:08.411981,0.0,3793.0,40.1,74.8,186,2493,32.75,21.0
2025-12-09T15:42:15.003322,0.4,3793.0,40.1,74.8,186,2496,33.5,20.666666666666668
2025-12-09T15:42:21.593443,0.5,3793.0,40.1,74.8,186,2488,32.875,21.0
2025-12-09T15:42:28.181254,0.0,3793.0,40.1,74.8,186,2484,38.125,20.666666666666668
2025-12-09T15:42:34.769153,0.0,3793.0,40.1,74.8,186,2481,33.4375,20.666666666666668
2025-12-09T15:42:41.361250,0.0,3793.0,40.1,74.8,186,2482,34.875,21.0
2025-12-09T15:42:47.947902,0.5,3793.0,40.1,74.8,186,2479,32.8125,20.666666666666668
2025-12-09T15:42:54.538057,0.1,3793.0,40.1,74.8,186,2444,32.25,20.666666666666668
2025-12-09T15:43:01.120541,0.4,3793.0,40.1,74.8,186,2446,33.125,21.0
2025-12-09T15:43:07.704189,0.7,3793.0,40.1,74.8,186,2446,32.9375,20.666666666666668
2025-12-09T15:43:14.289009,0.5,3793.0,40.1,74.8,186,2447,37.5625,20.666666666666668
2025-12-09T15:43:20.873044,0.3,3793.0,40.3,74.8,186,2449,34.6875,20.666666666666668
2025-12-09T15:43:27.459745,0.4,3793.0,40.3,74.8,186,2463,36.125,21.0
2025-12-09T15:43:34.043650,0.3,3793.0,40.3,74.8,186,2459,32.875,21.0
2025-12-09T15:43:40.629272,0.8,3793.0,40.2,74.8,186,2460,33.125,20.666666666666668
2025-12-09T15:43:47.212937,0.0,3793.0,40.2,74.8,186,2446,33.3125,20.666666666666668
2025-12-09T15:43:53.797766,0.4,3793.0,40.2,74.8,186,2462,32.8125,21.0
2025-12-09T15:44:00.387056,0.9,3793.0,40.1,74.8,186,2446,33.125,21.0
2025-12-09T15:44:06.975818,0.0,3793.0,40.2,74.8,186,2461,33.0625,20.666666666666668
2025-12-09T15:44:13.561752,0.3,3793.0,40.1,74.8,186,2466,36.625,21.0
2025-12-09T15:44:20.148084,0.3,3793.0,40.1,74.8,186,2464,33.625,21.0
2025-12-09T15:44:26.731782,0.3,3793.0,40.1,74.8,185,2462,31.9375,21.0
2025-12-09T15:44:33.314691,0.1,3793.0,40.1,74.8,185,2457,33.125,21.0
2025-12-09T15:44:39.896203,0.1,3793.0,40.1,74.8,185,2454,32.75,20.666666666666668
2025-12-09T15:44:46.478040,0.0,3793.0,40.1,74.8,185,2458,37.625,20.666666666666668
2025-12-09T15:44:53.061312,0.8,3793.0,40.1,74.8,185,2459,33.0625,20.666666666666668
2025-12-09T15:44:59.647918,0.0,3793.0,40.1,74.8,185,2469,35.75,20.666666666666668
2025-12-09T15:45:06.233272,0.0,3793.0,40.1,74.8,185,2462,32.8125,20.666666666666668
2025-12-09T15:45:12.818882,0.0,3793.0,40.1,74.8,185,2462,32.6875,20.666666666666668
2025-12-09T15:45:19.404477,0.3,3793.0,40.2,74.8,185,2462,33.25,20.666666666666668
2025-12-09T15:45:25.996346,0.3,3793.0,40.2,74.8,184,2495,32.75,20.666666666666668
2025-12-09T15:45:32.589123,0.0,3793.0,40.2,74.8,184,2501,31.625,20.666666666666668
2025-12-09T15:45:39.178848,0.1,3793.0,40.1,74.8,184,2500,32.625,21.0
2025-12-09T15:45:45.770440,0.3,3793.0,40.1,74.8,184,2498,36.6875,20.666666666666668
2025-12-09T15:45:52.367195,0.6,3793.0,40.1,74.8,184,2511,33.75,20.666666666666668
2025-12-09T15:45:58.960193,0.0,3793.0,40.1,74.8,184,2510,32.9375,20.666666666666668
2025-12-09T15:46:05.555131,0.0,3793.0,40.1,74.8,184,2525,32.0,20.666666666666668
2025-12-09T15:46:12.150209,0.0,3793.0,40.1,74.8,184,2513,32.3125,20.666666666666668
2025-12-09T15:46:18.744443,0.4,3793.0,40.2,74.8,184,2508,37.125,20.666666666666668
2025-12-09T15:46:25.337695,0.1,3793.0,40.2,74.8,184,2507,32.6875,21.0
2025-12-09T15:46:31.936798,0.4,3793.0,40.2,74.8,184,2507,36.625,20.666666666666668
2025-12-09T15:46:38.529104,0.1,3793.0,40.2,74.8,183,2505,32.9375,20.666666666666668
2025-12-09T15:46:45.123915,0.0,3793.0,40.2,74.8,183,2511,33.875,20.666666666666668
2025-12-09T15:46:51.716606,0.5,3793.0,40.2,74.8,183,2500,35.75,21.0
2025-12-09T15:46:58.308498,0.6,3793.0,40.1,74.8,183,2501,31.75,20.666666666666668
2025-12-09T15:47:04.903428,0.0,3793.0,40.1,74.8,183,2508,33.0,21.0
2025-12-09T15:47:11.497889,0.5,3793.0,40.1,74.8,182,2516,32.8125,20.666666666666668
2025-12-09T15:47:18.090642,0.6,3793.0,40.1,74.8,182,2511,37.5625,20.666666666666668
2025-12-09T15:47:24.683365,0.1,3793.0,40.1,74.8,182,2478,33.0625,20.666666666666668
2025-12-09T15:47:31.277130,0.0,3793.0,40.1,74.8,182,2492,31.75,20.666666666666668
2025-12-09T15:47:37.870906,0.1,3793.0,40.1,74.8,182,2491,32.625,21.0
2025-12-09T15:47:44.464220,0.1,3793.0,40.1,74.8,182,2491,32.5625,21.0
2025-12-09T15:47:51.057613,0.3,3793.0,40.1,74.8,182,2493,36.9375,21.0
2025-12-09T15:47:57.648760,0.0,3793.0,40.1,74.8,182,2483,35.3125,20.666666666666668
2025-12-09T15:48:04.238197,0.0,3793.0,40.1,74.8,182,2475,31.75,21.0
2025-12-09T15:48:10.828141,0.0,3793.0,40.1,74.8,182,2472,32.5,21.0
2025-12-09T15:48:17.413172,0.5,3793.0,40.2,74.8,182,2449,32.375,20.666666666666668
2025-12-09T15:48:24.005214,0.0,3793.0,40.2,74.8,182,2472,32.875,20.666666666666668
2025-12-09T15:48:30.593960,0.1,3793.0,40.2,74.8,182,2460,33.0,20.666666666666668
2025-12-09T15:48:37.180989,0.3,3793.0,40.1,74.8,182,2458,37.6875,21.0
2025-12-09T15:48:43.768608,0.0,3793.0,40.1,74.8,182,2459,32.9375,21.0
2025-12-09T15:48:50.354455,0.1,3793.0,40.1,74.8,182,2451,35.125,20.666666666666668
2025-12-09T15:48:56.939872,0.5,3793.0,40.1,74.8,182,2453,32.375,20.666666666666668
2025-12-09T15:49:03.526365,0.0,3793.0,40.1,74.8,182,2450,32.4375,20.666666666666668
2025-12-09T15:49:10.118613,0.3,3793.0,40.1,74.8,182,2462,33.0625,21.0
2025-12-09T15:49:16.783932,8.7,3793.0,40.6,74.8,184,2827,45.0,20.666666666666668
2025-12-09T15:49:23.426864,0.0,3793.0,40.6,74.8,184,2866,36.75,20.666666666666668
2025-12-09T15:49:30.069024,0.3,3793.0,40.6,74.8,184,2862,31.8125,20.666666666666668
2025-12-09T15:49:36.711988,0.7,3793.0,40.5,74.8,184,2848,32.125,21.0
2025-12-09T15:49:43.355403,0.4,3793.0,40.4,74.8,184,2851,36.1875,20.666666666666668
2025-12-09T15:49:49.994932,0.3,3793.0,40.4,74.8,184,2838,32.875,20.666666666666668
2025-12-09T15:49:56.634701,0.0,3793.0,40.4,74.8,184,2838,31.5,20.666666666666668
2025-12-09T15:50:03.279724,4.6,3793.0,40.4,74.8,186,2871,41.375,20.666666666666668
2025-12-09T15:50:09.923515,0.3,3793.0,40.5,74.8,186,2869,32.625,21.0
2025-12-09T15:50:16.570850,0.6,3793.0,40.5,74.8,186,2866,35.5,20.666666666666668
2025-12-09T15:50:23.218305,0.1,3793.0,40.5,74.8,186,2873,31.75,20.666666666666668
2025-12-09T15:50:29.864195,0.0,3793.0,40.5,74.8,186,2871,32.3125,20.666666666666668
2025-12-09T15:50:36.509049,0.3,3793.0,40.4,74.8,185,2845,34.875,21.0
2025-12-09T15:50:43.131239,0.0,3793.0,40.3,74.8,184,2704,32.625,20.666666666666668
2025-12-09T15:50:49.748787,0.8,3793.0,40.3,74.8,184,2685,32.5625,20.666666666666668
2025-12-09T15:50:56.370788,0.0,3793.0,40.2,74.8,184,2673,40.125,20.666666666666668
2025-12-09T15:51:02.988569,0.4,3793.0,40.2,74.8,184,2669,32.1875,21.0
2025-12-09T15:51:09.602920,0.0,3793.0,40.2,74.8,184,2665,32.0,20.666666666666668
2025-12-09T15:51:16.220196,0.0,3793.0,40.2,74.8,184,2647,32.875,21.0
2025-12-09T15:51:22.827760,0.0,3793.0,40.3,74.8,184,2600,33.6875,20.666666666666668
2025-12-09T15:51:29.433332,0.1,3793.0,40.3,74.8,184,2595,34.75,20.666666666666668
2025-12-09T15:51:36.039105,0.1,3793.0,40.2,74.8,184,2586,31.125,20.666666666666668
2025-12-09T15:51:42.645057,0.3,3793.0,40.2,74.8,184,2585,34.1875,20.666666666666668
2025-12-09T15:51:49.243659,0.5,3793.0,40.2,74.8,184,2521,32.0,21.0
2025-12-09T15:51:55.842133,0.1,3793.0,40.2,74.8,184,2515,31.6875,20.666666666666668
2025-12-09T15:52:02.441755,0.0,3793.0,40.2,74.8,184,2522,32.5625,20.666666666666668
2025-12-09T15:52:09.042292,0.3,3793.0,40.2,74.8,184,2523,31.25,20.666666666666668
2025-12-09T15:52:15.648377,0.6,3793.0,40.2,74.8,184,2528,36.125,21.0
2025-12-09T15:52:22.247867,0.5,3793.0,40.2,74.8,184,2519,31.9375,20.666666666666668
2025-12-09T15:52:28.844400,0.5,3793.0,40.2,74.8,184,2500,31.9375,20.666666666666668
2025-12-09T15:52:35.440604,0.0,3793.0,40.2,74.8,184,2497,32.5625,20.666666666666668
2025-12-09T15:52:42.037125,0.4,3793.0,40.2,74.8,184,2494,31.0,20.666666666666668
2025-12-09T15:52:48.632010,0.3,3793.0,40.2,74.8,184,2497,36.5,20.666666666666668
2025-12-09T15:52:55.226375,0.3,3793.0,40.2,74.8,184,2475,32.0,20.666666666666668
2025-12-09T15:53:01.819918,0.0,3793.0,40.2,74.8,184,2481,31.6875,20.666666666666668
2025-12-09T15:53:08.412483,0.4,3793.0,40.2,74.8,184,2484,32.25,20.666666666666668
2025-12-09T15:53:15.001672,0.0,3793.0,40.2,74.8,184,2482,31.9375,20.666666666666668
2025-12-09T15:53:21.595717,0.0,3793.0,40.3,74.8,184,2479,32.5625,20.666666666666668
2025-12-09T15:53:28.186914,0.3,3793.0,40.3,74.8,184,2474,31.0625,20.666666666666668
2025-12-09T15:53:34.781342,0.0,3793.0,40.3,74.8,184,2497,32.4375,20.666666666666668
2025-12-09T15:53:41.378824,0.1,3793.0,40.2,74.8,184,2498,32.3125,20.666666666666668
2025-12-09T15:53:47.970692,0.1,3793.0,40.2,74.8,184,2482,32.1875,20.666666666666668
2025-12-09T15:53:54.564202,0.3,3793.0,40.2,74.8,184,2497,33.4375,20.666666666666668
2025-12-09T15:54:01.149844,0.3,3793.0,40.2,74.8,184,2448,31.0,20.666666666666668
2025-12-09T15:54:07.733649,0.3,3793.0,40.2,74.8,184,2442,36.3125,20.5
2025-12-09T15:54:14.315128,0.0,3793.0,40.2,74.8,184,2437,32.0625,20.5
2025-12-09T15:54:20.897218,0.4,3793.0,40.2,74.8,183,2443,36.75,20.5
2025-12-09T15:54:27.478685,0.0,3793.0,40.2,74.8,183,2445,32.5625,20.5
2025-12-09T15:54:34.060575,0.0,3793.0,40.2,74.8,183,2444,32.25,20.5
2025-12-09T15:54:40.644815,0.3,3793.0,40.2,74.8,183,2450,32.8125,20.5
2025-12-09T15:54:47.222892,0.0,3793.0,40.1,74.8,183,2436,31.125,20.5
2025-12-09T15:54:53.806022,0.4,3793.0,40.1,74.8,183,2445,31.875,20.5
2025-12-09T15:55:00.387049,0.1,3793.0,40.1,74.8,183,2445,31.875,20.5
2025-12-09T15:55:06.969634,0.3,3793.0,40.1,74.8,183,2445,36.8125,20.5
2025-12-09T15:55:13.552565,0.0,3793.0,40.1,74.8,183,2434,32.25,20.5
2025-12-09T15:55:20.134467,0.8,3793.0,40.2,74.8,183,2442,33.0,20.833333333333332
2025-12-09T15:55:26.716045,0.0,3793.0,40.2,74.8,183,2447,31.0,20.833333333333332
2025-12-09T15:55:33.297503,0.1,3793.0,40.3,74.8,183,2447,31.625,20.5
2025-12-09T15:55:39.880913,0.3,3793.0,40.2,74.8,183,2457,32.125,20.5
2025-12-09T15:55:46.460899,0.4,3793.0,40.2,74.8,183,2452,31.875,20.5
2025-12-09T15:55:53.044131,0.1,3793.0,40.2,74.8,183,2454,36.125,20.5
2025-12-09T15:55:59.629988,0.3,3793.0,40.1,74.8,183,2450,32.3125,20.5
2025-12-09T15:56:06.213512,0.0,3793.0,40.1,74.8,183,2452,32.0,20.5
2025-12-09T15:56:12.794060,0.0,3793.0,40.1,74.8,183,2450,32.625,20.5
2025-12-09T15:56:19.375430,0.1,3793.0,40.1,74.8,183,2441,32.3125,20.5
2025-12-09T15:56:25.955224,0.4,3793.0,40.1,74.8,183,2439,33.375,20.5
2025-12-09T15:56:32.536832,0.0,3793.0,40.1,74.8,183,2440,31.125,20.5
2025-12-09T15:56:39.115455,0.4,3793.0,40.1,74.8,183,2433,35.5625,20.5
2025-12-09T15:56:45.696929,0.3,3793.0,40.1,74.8,183,2435,31.6875,20.5
2025-12-09T15:56:52.276176,0.3,3793.0,40.1,74.8,183,2429,31.8125,20.5
2025-12-09T15:56:58.855169,0.3,3793.0,40.1,74.8,183,2412,32.3125,20.5
2025-12-09T15:57:05.434088,0.3,3793.0,40.1,74.8,183,2430,31.9375,20.5
2025-12-09T15:57:12.014115,0.0,3793.0,40.1,74.8,183,2434,32.5625,20.5
2025-12-09T15:57:18.597264,0.1,3793.0,40.2,74.8,183,2433,34.1875,20.5
2025-12-09T15:57:25.181516,0.0,3793.0,40.3,74.8,183,2430,38.8125,20.5
2025-12-09T15:57:31.763742,0.0,3793.0,40.3,74.8,183,2435,31.25,20.5
2025-12-09T15:57:38.343166,0.1,3793.0,40.2,74.8,183,2435,31.5,20.5
2025-12-09T15:57:44.923720,0.0,3793.0,40.2,74.8,183,2432,32.5,20.5
2025-12-09T15:57:51.504329,0.0,3793.0,40.2,74.8,183,2435,32.125,20.5
2025-12-09T15:57:58.081349,0.4,3793.0,40.2,74.8,183,2432,33.0,20.5
2025-12-09T15:58:04.660404,0.4,3793.0,40.2,74.8,183,2433,30.9375,20.5
2025-12-09T15:58:11.240853,0.0,3793.0,40.2,74.8,183,2436,35.8125,20.5
2025-12-09T15:58:17.819020,0.4,3793.0,40.2,74.8,183,2419,32.0625,20.5
2025-12-09T15:58:24.399805,0.0,3793.0,40.2,74.8,183,2435,31.625,20.833333333333332
2025-12-09T15:58:30.975025,0.6,3793.0,40.1,74.8,183,2398,32.5625,20.5
2025-12-09T15:58:37.558228,0.0,3793.0,40.1,74.8,183,2399,32.0625,20.5
2025-12-09T15:58:44.134691,0.4,3793.0,40.1,74.8,183,2402,32.75,20.5
2025-12-09T15:58:50.712469,0.3,3793.0,40.1,74.8,183,2396,33.0625,20.5
2025-12-09T15:58:57.289222,0.5,3793.0,40.1,74.8,183,2397,38.0625,20.5
2025-12-09T15:59:03.868632,0.1,3793.0,40.2,74.8,183,2402,31.1875,20.5
2025-12-09T15:59:10.446541,0.1,3793.0,40.2,74.8,183,2405,31.125,20.5
2025-12-09T15:59:17.026716,2.2,3793.0,40.2,74.8,182,2413,31.75,20.5
2025-12-09T15:59:23.606021,0.0,3793.0,40.3,74.8,182,2415,32.3125,20.5
2025-12-09T15:59:30.188073,1.2,3793.0,40.3,74.8,182,2432,32.75,20.5
2025-12-09T15:59:36.765317,0.1,3793.0,40.3,74.8,182,2417,31.0625,20.5
2025-12-09T15:59:43.343010,0.4,3793.0,40.1,74.8,182,2423,35.3125,20.5
2025-12-09T15:59:49.921890,0.0,3793.0,40.1,74.8,182,2422,32.0,20.5
2025-12-09T15:59:56.501964,0.0,3793.0,40.1,74.8,182,2419,31.8125,20.5
2025-12-09T16:00:03.077577,0.1,3793.0,40.1,74.8,182,2426,32.75,20.5
2025-12-09T16:00:09.653414,0.4,3793.0,40.1,74.8,182,2424,32.125,20.5
2025-12-09T16:00:16.229782,0.9,3793.0,40.2,74.8,182,2423,33.375,20.5
2025-12-09T16:00:22.816269,0.0,3793.0,40.3,74.8,182,2460,31.375,20.5
2025-12-09T16:00:29.419794,0.3,3793.0,40.3,74.8,183,2488,32.0,20.5
2025-12-09T16:00:36.015164,0.3,3793.0,40.2,74.8,183,2524,31.75,20.5
2025-12-09T16:00:42.612239,0.0,3793.0,40.2,74.8,183,2520,36.375,20.5
2025-12-09T16:00:49.206283,0.0,3793.0,40.2,74.8,183,2512,32.5,20.5
2025-12-09T16:00:55.798832,1.5,3793.0,40.2,74.8,183,2511,31.25,20.5
2025-12-09T16:01:02.393393,0.0,3793.0,40.1,74.8,183,2519,32.1875,20.5
2025-12-09T16:01:08.985151,0.0,3793.0,40.1,74.8,183,2515,32.25,20.5
